date;direction;internal;calls_count;duration_per_call;total_duration_per_call
2019-08-18 21:00:00;out;False;5;0,0;34,0
2019-08-18 21:00:00;in;False;1;21,0;39,0
2019-08-18 21:00:00;out;False;8;113,0;129,125
2019-08-19 21:00:00;out;False;32;92,96875;101,34375
2019-08-19 21:00:00;out;False;19;135,1578947368421;145,1578947368421
2019-08-19 21:00:00;out;False;13;0,0;44,0
2019-08-19 21:00:00;in;False;1;30,0;33,0
2019-08-19 21:00:00;out;False;9;0,0;5,888888888888889
2019-08-20 21:00:00;out;False;8;0,0;21,75
2019-08-20 21:00:00;out;False;22;0,0;32,59090909090909
2019-08-20 21:00:00;out;False;19;184,0;190,1578947368421
2019-08-20 21:00:00;out;False;23;117,04347826086956;123,65217391304348
2019-08-21 21:00:00;out;False;6;0,0;9,166666666666666
2019-08-21 21:00:00;out;False;23;129,52173913043478;133,1304347826087
2019-08-21 21:00:00;out;False;18;0,0;39,44444444444444
2019-08-21 21:00:00;out;False;15;124,4;132,8
2019-08-21 21:00:00;in;False;1;33,0;49,0
2019-08-22 21:00:00;in;False;1;45,0;52,0
2019-08-22 21:00:00;out;False;11;0,0;4,909090909090909
2019-08-22 21:00:00;in;False;1;41,0;54,0
2019-08-22 21:00:00;out;False;24;93,41666666666667;100,54166666666667
2019-08-22 21:00:00;out;False;43;79,88372093023256;84,97674418604652
2019-08-22 21:00:00;out;False;24;0,0;24,875
2019-08-25 21:00:00;out;True;3;0,0;0,0
2019-08-25 21:00:00;in;False;2;142,5;151,0
2019-08-25 21:00:00;out;False;28;117,78571428571429;121,25
2019-08-25 21:00:00;out;False;4;0,0;60,25
2019-08-25 21:00:00;out;False;3;359,6666666666667;364,3333333333333
2019-08-25 21:00:00;out;False;5;85,2;97,4
2019-08-25 21:00:00;out;False;2;0,0;23,0
2019-08-26 21:00:00;out;False;22;147,36363636363637;151,3181818181818
2019-08-26 21:00:00;out;False;5;0,0;23,8
2019-08-26 21:00:00;out;False;27;0,0;36,407407407407405
2019-08-26 21:00:00;out;False;20;139,2;148,95
2019-08-27 21:00:00;out;False;11;0,0;11,727272727272727
2019-08-27 21:00:00;out;False;16;111,4375;116,75
2019-08-27 21:00:00;out;False;19;78,15789473684211;93,52631578947368
2019-08-27 21:00:00;out;False;29;0,0;34,241379310344826
2019-08-28 21:00:00;out;False;22;147,45454545454547;154,36363636363637
2019-08-28 21:00:00;in;False;1;48,0;52,0
2019-08-28 21:00:00;out;False;16;0,0;41,375
2019-08-28 21:00:00;out;False;23;0,0;13,956521739130435
2019-08-28 21:00:00;out;False;25;92,92;103,8
2019-08-29 21:00:00;out;False;8;0,0;48,0
2019-08-29 21:00:00;out;False;24;68,875;77,66666666666667
2019-08-29 21:00:00;in;False;1;45,0;65,0
2019-08-29 21:00:00;out;False;1;239,0;257,0
2019-08-29 21:00:00;out;False;14;70,64285714285714;78,5
2019-08-29 21:00:00;out;False;11;0,0;26,545454545454547
2019-09-01 21:00:00;in;False;2;33,0;37,5
2019-09-01 21:00:00;in;False;1;31,0;34,0
2019-09-01 21:00:00;out;False;16;115,8125;123,9375
2019-09-01 21:00:00;out;False;6;0,0;28,0
2019-09-01 21:00:00;out;False;20;126,45;134,35
2019-09-01 21:00:00;out;False;29;0,0;46,37931034482759
2019-09-01 21:00:00;out;True;2;0,0;0,0
2019-09-01 21:00:00;out;False;2;0,0;1,5
2019-09-02 21:00:00;out;False;17;92,52941176470588;101,94117647058823
2019-09-02 21:00:00;out;False;23;89,30434782608695;95,56521739130434
2019-09-02 21:00:00;out;False;18;0,0;23,11111111111111
2019-09-02 21:00:00;out;False;8;0,0;31,0
2019-09-03 21:00:00;out;True;1;0,0;2,0
2019-09-03 21:00:00;out;False;7;0,0;23,428571428571427
2019-09-03 21:00:00;out;False;3;120,0;131,66666666666666
2019-09-03 21:00:00;out;False;1;0,0;55,0
2019-09-03 21:00:00;out;True;1;0,0;1,0
2019-09-03 21:00:00;out;False;27;80,5925925925926;88,62962962962963
2019-09-03 21:00:00;in;False;1;195,0;208,0
2019-09-03 21:00:00;out;False;15;169,26666666666668;174,2
2019-09-03 21:00:00;out;False;19;0,0;12,105263157894736
2019-09-04 21:00:00;out;False;6;0,0;40,333333333333336
2019-09-04 21:00:00;out;False;21;130,85714285714286;139,42857142857142
2019-09-04 21:00:00;in;False;1;63,0;70,0
2019-09-04 21:00:00;out;False;8;122,875;126,25
2019-09-04 21:00:00;out;False;9;0,0;27,444444444444443
2019-09-04 21:00:00;in;False;1;63,0;65,0
2019-09-04 21:00:00;out;True;2;0,0;0,0
2019-09-04 21:00:00;out;False;6;124,33333333333333;126,66666666666667
2019-09-05 21:00:00;out;True;2;0,0;0,0
2019-09-05 21:00:00;out;False;5;248,6;253,0
2019-09-05 21:00:00;out;False;9;0,0;43,55555555555556
2019-09-05 21:00:00;out;False;13;100,3076923076923;110,84615384615384
2019-09-05 21:00:00;out;True;1;0,0;3,0
2019-09-05 21:00:00;in;False;1;48,0;56,0
2019-09-05 21:00:00;out;False;4;0,0;28,0
2019-09-05 21:00:00;out;False;14;74,64285714285714;80,5
2019-09-08 21:00:00;out;False;5;0,0;22,8
2019-09-08 21:00:00;out;False;9;0,0;35,111111111111114
2019-09-08 21:00:00;out;False;4;58,5;75,5
2019-09-08 21:00:00;out;False;16;92,4375;101,0
2019-09-08 21:00:00;out;False;5;0,0;38,4
2019-09-08 21:00:00;in;False;1;54,0;58,0
2019-09-08 21:00:00;in;False;1;32,0;40,0
2019-09-08 21:00:00;out;False;18;88,94444444444444;100,33333333333333
2019-09-09 21:00:00;out;False;19;0,0;29,05263157894737
2019-09-09 21:00:00;out;False;1;0,0;54,0
2019-09-09 21:00:00;out;False;29;71,79310344827586;77,79310344827586
2019-09-09 21:00:00;out;False;32;76,59375;81,875
2019-09-09 21:00:00;out;False;2;44,0;45,5
2019-09-09 21:00:00;out;False;6;0,0;29,666666666666668
2019-09-10 21:00:00;out;False;16;90,75;95,5625
2019-09-10 21:00:00;out;False;5;95,8;106,6
2019-09-10 21:00:00;out;False;22;101,18181818181819;110,13636363636364
2019-09-10 21:00:00;out;False;3;0,0;30,666666666666668
2019-09-10 21:00:00;in;False;1;152,0;158,0
2019-09-10 21:00:00;out;True;2;0,0;0,0
2019-09-10 21:00:00;out;False;6;0,0;24,0
2019-09-10 21:00:00;out;False;5;0,0;17,2
2019-09-11 21:00:00;in;False;1;69,0;73,0
2019-09-11 21:00:00;out;False;10;0,0;29,7
2019-09-11 21:00:00;out;False;16;64,375;72,5625
2019-09-11 21:00:00;in;False;1;45,0;49,0
2019-09-11 21:00:00;out;False;6;0,0;38,666666666666664
2019-09-11 21:00:00;out;False;25;92,44;96,12
2019-09-11 21:00:00;out;False;3;0,0;39,333333333333336
2019-09-11 21:00:00;out;False;1;147,0;150,0
2019-09-12 21:00:00;out;False;25;76,24;81,36
2019-09-12 21:00:00;out;False;3;0,0;21,0
2019-09-12 21:00:00;out;False;3;0,0;38,666666666666664
2019-09-12 21:00:00;out;False;26;98,8076923076923;110,03846153846153
2019-09-12 21:00:00;out;False;1;71,0;74,0
2019-09-12 21:00:00;in;False;1;39,0;43,0
2019-09-12 21:00:00;out;False;11;0,0;12,545454545454545
2019-09-15 21:00:00;out;False;7;0,0;14,142857142857142
2019-09-15 21:00:00;out;False;15;0,0;15,266666666666667
2019-09-15 21:00:00;out;False;31;83,45161290322581;90,2258064516129
2019-09-15 21:00:00;in;False;1;28,0;34,0
2019-09-15 21:00:00;out;False;22;138,5;146,54545454545453
2019-09-16 21:00:00;out;False;1;126,0;128,0
2019-09-16 21:00:00;in;False;1;247,0;250,0
2019-09-16 21:00:00;out;False;23;0,0;28,304347826086957
2019-09-16 21:00:00;out;False;16;49,375;59,125
2019-09-16 21:00:00;out;False;35;71,62857142857143;79,62857142857143
